iso3,economy,regulator,round_year,as_of_date,variable,value,status,confidence,source,note,coded_on
GIN,Guinea,BCRG,2021,2020-12-31,ib_regime,2.0,verified,high,"Banque Islamique de Guinee (BIG), created 1983, entry 04 of the BCRG licensed-bank list | bcrg-guinee.org/wp-content/uploads/2023/03/BANQUES-AGREEES.pdf",Islamic banking = 2.3% of banking assets in 2022 (Balde 2025),2026-08-16
IDN,Indonesia,National central bank,2011,2010-12-31,ib_legal_framework,1,verified,high,"Undang-Undang Republik Indonesia No. 21 Tahun 2008 tentang Perbankan Syariah (standalone Sharia Banking Act), enacted 2008; alongside UU No. 19 of 2008 on sovereign sukuk | e-journal.unair.ac.id/JHPR/article/download/16928/9130/61898 ('Regulatory Framework for Islamic Financial Institutions')","CONFIRMED. Standalone dedicated act in force from 2008, i.e. before the earliest reference date 2010-12-31, so all four rounds are 1. The earlier Law No. 10 of 1998 only amended the general banking law and would be 0 on the D-35 threshold; it is superseded here and does not affect any cell.",2026-08-16
IDN,Indonesia,National central bank,2014,2013-12-31,ib_legal_framework,1,verified,high,"Undang-Undang Republik Indonesia No. 21 Tahun 2008 tentang Perbankan Syariah (standalone Sharia Banking Act), enacted 2008; alongside UU No. 19 of 2008 on sovereign sukuk | e-journal.unair.ac.id/JHPR/article/download/16928/9130/61898 ('Regulatory Framework for Islamic Financial Institutions')","CONFIRMED. Standalone dedicated act in force from 2008, i.e. before the earliest reference date 2010-12-31, so all four rounds are 1. The earlier Law No. 10 of 1998 only amended the general banking law and would be 0 on the D-35 threshold; it is superseded here and does not affect any cell.",2026-08-16
IDN,Indonesia,National central bank,2017,2016-12-31,ib_legal_framework,1,verified,high,"Undang-Undang Republik Indonesia No. 21 Tahun 2008 tentang Perbankan Syariah (standalone Sharia Banking Act), enacted 2008; alongside UU No. 19 of 2008 on sovereign sukuk | e-journal.unair.ac.id/JHPR/article/download/16928/9130/61898 ('Regulatory Framework for Islamic Financial Institutions')","CONFIRMED. Standalone dedicated act in force from 2008, i.e. before the earliest reference date 2010-12-31, so all four rounds are 1. The earlier Law No. 10 of 1998 only amended the general banking law and would be 0 on the D-35 threshold; it is superseded here and does not affect any cell.",2026-08-16
IDN,Indonesia,National central bank,2021,2020-12-31,ib_legal_framework,1,verified,high,"Undang-Undang Republik Indonesia No. 21 Tahun 2008 tentang Perbankan Syariah (standalone Sharia Banking Act), enacted 2008; alongside UU No. 19 of 2008 on sovereign sukuk | e-journal.unair.ac.id/JHPR/article/download/16928/9130/61898 ('Regulatory Framework for Islamic Financial Institutions')","CONFIRMED. Standalone dedicated act in force from 2008, i.e. before the earliest reference date 2010-12-31, so all four rounds are 1. The earlier Law No. 10 of 1998 only amended the general banking law and would be 0 on the D-35 threshold; it is superseded here and does not affect any cell.",2026-08-16
IDN,Indonesia,National central bank,2011,2010-12-31,ib_regime,2,verified,high,"IFSB, IFSI Stability Report 2013, Chart 1.1.1, p.22: Islamic banking share of total domestic banking assets = 3.8% (2012E). A measurable share of domestic banking assets cannot exist without licensed Islamic banks.",,2026-08-16
IDN,Indonesia,National central bank,2014,2013-12-31,ib_regime,2,verified,high,"IFSB, IFSI Stability Report 2015, Chart 1.1.1.3, p.24: Islamic banking share of total domestic banking assets = 4.5% (1H2014). A measurable share of domestic banking assets cannot exist without licensed Islamic banks.",,2026-08-16
IDN,Indonesia,National central bank,2017,2016-12-31,ib_regime,2,verified,high,"IFSB, IFSI Stability Report 2018, Chart 1.1.2, p.28: Islamic banking share of total domestic banking assets = 5.6% (1H2017). A measurable share of domestic banking assets cannot exist without licensed Islamic banks.",,2026-08-16
IDN,Indonesia,National central bank,2021,2020-12-31,ib_regime,2,verified,high,"IFSB, IFSI Stability Report 2022, Chart 1.2.1, p.25: Islamic banking share of total domestic banking assets = 6.1% (2021). A measurable share of domestic banking assets cannot exist without licensed Islamic banks.",,2026-08-16
IRQ,Iraq,National central bank,2011,2010-12-31,ib_legal_framework,0,verified,medium,"Islamic Banking Law No. (43) of 2015, final article: in force from the date of publication in al-Waqa'i al-Iraqiya; published in Official Gazette issue 4390 (issue 4389 is dated 30.11.2015, so 4390 falls in Dec 2015 / early 2016) | tasjeel.mot.gov.iq/newtasjeel/n0%2043%202015.pdf ; icdi.iq/rules_and_regulations/details/3 ; gazette issue number cited in Journal of Imam Al-Kadhum College, journal.iku.edu.iq/index.php/JICK/article/view/138 ; moj.gov.iq/view.1989/ (issue 4389, 30.11.2015)","CONFIRMED - IN-WINDOW CHANGE. Law 43/2015 was passed in 2015 (CBI governor's public statement, 13.10.2015) and published in gazette issue 4390; in force well before 2016-12-31, so 2017 and 2021 are 1. Before 2015 Islamic banks operated under the general Banking Law No. 94 of 19.09.2004, which is the Guinea threshold under D-35, hence 0 for 2011 and 2014; confidence medium there because I did not read the 2004 law's Islamic provisions directly. Exact gazette date of issue 4390 not established - immaterial for the reference dates, since the nearest is 2016-12-31.",2026-08-16
IRQ,Iraq,National central bank,2014,2013-12-31,ib_legal_framework,0,verified,medium,"Islamic Banking Law No. (43) of 2015, final article: in force from the date of publication in al-Waqa'i al-Iraqiya; published in Official Gazette issue 4390 (issue 4389 is dated 30.11.2015, so 4390 falls in Dec 2015 / early 2016) | tasjeel.mot.gov.iq/newtasjeel/n0%2043%202015.pdf ; icdi.iq/rules_and_regulations/details/3 ; gazette issue number cited in Journal of Imam Al-Kadhum College, journal.iku.edu.iq/index.php/JICK/article/view/138 ; moj.gov.iq/view.1989/ (issue 4389, 30.11.2015)","CONFIRMED - IN-WINDOW CHANGE. Law 43/2015 was passed in 2015 (CBI governor's public statement, 13.10.2015) and published in gazette issue 4390; in force well before 2016-12-31, so 2017 and 2021 are 1. Before 2015 Islamic banks operated under the general Banking Law No. 94 of 19.09.2004, which is the Guinea threshold under D-35, hence 0 for 2011 and 2014; confidence medium there because I did not read the 2004 law's Islamic provisions directly. Exact gazette date of issue 4390 not established - immaterial for the reference dates, since the nearest is 2016-12-31.",2026-08-16
IRQ,Iraq,National central bank,2017,2016-12-31,ib_legal_framework,1,verified,high,"Islamic Banking Law No. (43) of 2015, final article: in force from the date of publication in al-Waqa'i al-Iraqiya; published in Official Gazette issue 4390 (issue 4389 is dated 30.11.2015, so 4390 falls in Dec 2015 / early 2016) | tasjeel.mot.gov.iq/newtasjeel/n0%2043%202015.pdf ; icdi.iq/rules_and_regulations/details/3 ; gazette issue number cited in Journal of Imam Al-Kadhum College, journal.iku.edu.iq/index.php/JICK/article/view/138 ; moj.gov.iq/view.1989/ (issue 4389, 30.11.2015)","CONFIRMED - IN-WINDOW CHANGE. Law 43/2015 was passed in 2015 (CBI governor's public statement, 13.10.2015) and published in gazette issue 4390; in force well before 2016-12-31, so 2017 and 2021 are 1. Before 2015 Islamic banks operated under the general Banking Law No. 94 of 19.09.2004, which is the Guinea threshold under D-35, hence 0 for 2011 and 2014; confidence medium there because I did not read the 2004 law's Islamic provisions directly. Exact gazette date of issue 4390 not established - immaterial for the reference dates, since the nearest is 2016-12-31.",2026-08-16
IRQ,Iraq,National central bank,2021,2020-12-31,ib_legal_framework,1,verified,high,"Islamic Banking Law No. (43) of 2015, final article: in force from the date of publication in al-Waqa'i al-Iraqiya; published in Official Gazette issue 4390 (issue 4389 is dated 30.11.2015, so 4390 falls in Dec 2015 / early 2016) | tasjeel.mot.gov.iq/newtasjeel/n0%2043%202015.pdf ; icdi.iq/rules_and_regulations/details/3 ; gazette issue number cited in Journal of Imam Al-Kadhum College, journal.iku.edu.iq/index.php/JICK/article/view/138 ; moj.gov.iq/view.1989/ (issue 4389, 30.11.2015)","CONFIRMED - IN-WINDOW CHANGE. Law 43/2015 was passed in 2015 (CBI governor's public statement, 13.10.2015) and published in gazette issue 4390; in force well before 2016-12-31, so 2017 and 2021 are 1. Before 2015 Islamic banks operated under the general Banking Law No. 94 of 19.09.2004, which is the Guinea threshold under D-35, hence 0 for 2011 and 2014; confidence medium there because I did not read the 2004 law's Islamic provisions directly. Exact gazette date of issue 4390 not established - immaterial for the reference dates, since the nearest is 2016-12-31.",2026-08-16
IRQ,Iraq,National central bank,2011,2010-12-31,ib_regime,2,bracketed,high,"Iraqi Islamic Bank for Investment and Development approved by the Central Bank of Iraq on 19.12.1992, opened 23.02.1993 | en.wikipedia.org/wiki/Iraqi_Islamic_Bank . Bounded above by the CBI Governor's statement (13.10.2015) that Iraq had 13 Islamic banks whose capital was 23.1% of total private-sector bank capital for 2014 | addustour.com/articles/88608 , and by IFSB, IFSI Stability Report 2018, Chart 1.1.2, p.28 (1H2017)",Bracketed: bounded on both sides by dated sources that agree that standalone licensed Islamic banks existed continuously. The 1992 licence source is a low-grade reference and should be replaced with the CBI licensed-bank register if that becomes available.,2026-08-16
IRQ,Iraq,National central bank,2014,2013-12-31,ib_regime,2,bracketed,high,"CBI Governor Ali Al-Allaq, 13.10.2015: 13 Islamic banks in Iraq, their capital 23.1% of total private-sector bank capital for 2014 | addustour.com/articles/88608 . Bounded below by the CBI's approval of the Iraqi Islamic Bank on 19.12.1992 and above by IFSB, IFSI Stability Report 2018, Chart 1.1.2, p.28 (1H2017)","Bracketed: the CBI Governor's count refers to 2014, just after the 2013-12-31 reference date, and the 1992 licence lies well before it; both agree.",2026-08-16
IRQ,Iraq,National central bank,2017,2016-12-31,ib_regime,2,verified,high,"IFSB, IFSI Stability Report 2018, Chart 1.1.2, p.28: Islamic banking share of total domestic banking assets = 1.5% (1H2017). A measurable share of domestic banking assets cannot exist without licensed Islamic banks.",,2026-08-16
IRQ,Iraq,National central bank,2021,2020-12-31,ib_regime,2,verified,high,"IFSB, IFSI Stability Report 2022, Chart 1.2.1, p.25: Islamic banking share of total domestic banking assets = 6.1% (2021). A measurable share of domestic banking assets cannot exist without licensed Islamic banks.",,2026-08-16
JOR,Jordan,National central bank,2011,2010-12-31,ib_legal_framework,1,verified,high,"Banking Law No. 28 of 2000, chapter headed 'Islamic Banks', Articles 50-58 (objects, permitted Islamic banking activities, conditions and restrictions, liquidation priority, Islamic Jurisprudence Supervision Board); Art. 1 in force on publication, Official Gazette No. 4448, 01.08.2000; Art. 101(b) repeals the Jordanian Islamic Bank for Finance and Investment Law No. 62 of 1985 | dic.gov.jo/ebv4.0/root_storage/en/eb_list_page/banking_law_no._28_of_2000_and_its_amendments.pdf ; sahourilaw.com/legislation/banking-law-no-28-of-2000-and-amendments/","BORDERLINE, JUDGEMENT RECORDED - resolved to 1. The instrument is a chapter inside a general banking statute, but D-35 counts a dedicated chapter as 1 and this is nine substantive articles covering licensing objects, permitted contracts, prohibition of interest, liquidation ranking and a binding Sharia supervisory board. Distinguishable from Guinea, which is a single enabling article. Art. 101(b) repealing a prior dedicated 1985 statute confirms Jordan had a dedicated framework continuously across all four rounds.",2026-08-16
JOR,Jordan,National central bank,2014,2013-12-31,ib_legal_framework,1,verified,high,"Banking Law No. 28 of 2000, chapter headed 'Islamic Banks', Articles 50-58 (objects, permitted Islamic banking activities, conditions and restrictions, liquidation priority, Islamic Jurisprudence Supervision Board); Art. 1 in force on publication, Official Gazette No. 4448, 01.08.2000; Art. 101(b) repeals the Jordanian Islamic Bank for Finance and Investment Law No. 62 of 1985 | dic.gov.jo/ebv4.0/root_storage/en/eb_list_page/banking_law_no._28_of_2000_and_its_amendments.pdf ; sahourilaw.com/legislation/banking-law-no-28-of-2000-and-amendments/","BORDERLINE, JUDGEMENT RECORDED - resolved to 1. The instrument is a chapter inside a general banking statute, but D-35 counts a dedicated chapter as 1 and this is nine substantive articles covering licensing objects, permitted contracts, prohibition of interest, liquidation ranking and a binding Sharia supervisory board. Distinguishable from Guinea, which is a single enabling article. Art. 101(b) repealing a prior dedicated 1985 statute confirms Jordan had a dedicated framework continuously across all four rounds.",2026-08-16
JOR,Jordan,National central bank,2017,2016-12-31,ib_legal_framework,1,verified,high,"Banking Law No. 28 of 2000, chapter headed 'Islamic Banks', Articles 50-58 (objects, permitted Islamic banking activities, conditions and restrictions, liquidation priority, Islamic Jurisprudence Supervision Board); Art. 1 in force on publication, Official Gazette No. 4448, 01.08.2000; Art. 101(b) repeals the Jordanian Islamic Bank for Finance and Investment Law No. 62 of 1985 | dic.gov.jo/ebv4.0/root_storage/en/eb_list_page/banking_law_no._28_of_2000_and_its_amendments.pdf ; sahourilaw.com/legislation/banking-law-no-28-of-2000-and-amendments/","BORDERLINE, JUDGEMENT RECORDED - resolved to 1. The instrument is a chapter inside a general banking statute, but D-35 counts a dedicated chapter as 1 and this is nine substantive articles covering licensing objects, permitted contracts, prohibition of interest, liquidation ranking and a binding Sharia supervisory board. Distinguishable from Guinea, which is a single enabling article. Art. 101(b) repealing a prior dedicated 1985 statute confirms Jordan had a dedicated framework continuously across all four rounds.",2026-08-16
JOR,Jordan,National central bank,2021,2020-12-31,ib_legal_framework,1,verified,high,"Banking Law No. 28 of 2000, chapter headed 'Islamic Banks', Articles 50-58 (objects, permitted Islamic banking activities, conditions and restrictions, liquidation priority, Islamic Jurisprudence Supervision Board); Art. 1 in force on publication, Official Gazette No. 4448, 01.08.2000; Art. 101(b) repeals the Jordanian Islamic Bank for Finance and Investment Law No. 62 of 1985 | dic.gov.jo/ebv4.0/root_storage/en/eb_list_page/banking_law_no._28_of_2000_and_its_amendments.pdf ; sahourilaw.com/legislation/banking-law-no-28-of-2000-and-amendments/","BORDERLINE, JUDGEMENT RECORDED - resolved to 1. The instrument is a chapter inside a general banking statute, but D-35 counts a dedicated chapter as 1 and this is nine substantive articles covering licensing objects, permitted contracts, prohibition of interest, liquidation ranking and a binding Sharia supervisory board. Distinguishable from Guinea, which is a single enabling article. Art. 101(b) repealing a prior dedicated 1985 statute confirms Jordan had a dedicated framework continuously across all four rounds.",2026-08-16
JOR,Jordan,National central bank,2011,2010-12-31,ib_regime,2,verified,high,"IFSB, IFSI Stability Report 2013, Chart 1.1.1, p.22: Islamic banking share of total domestic banking assets = 8.7% (2012E). A measurable share of domestic banking assets cannot exist without licensed Islamic banks.",,2026-08-16
JOR,Jordan,National central bank,2014,2013-12-31,ib_regime,2,verified,high,"IFSB, IFSI Stability Report 2015, Chart 1.1.1.3, p.24: Islamic banking share of total domestic banking assets = 11.7% (1H2014). A measurable share of domestic banking assets cannot exist without licensed Islamic banks.",,2026-08-16
JOR,Jordan,National central bank,2017,2016-12-31,ib_regime,2,verified,high,"IFSB, IFSI Stability Report 2018, Chart 1.1.2, p.28: Islamic banking share of total domestic banking assets = 15.5% (1H2017). A measurable share of domestic banking assets cannot exist without licensed Islamic banks.",,2026-08-16
JOR,Jordan,National central bank,2021,2020-12-31,ib_regime,2,verified,high,"IFSB, IFSI Stability Report 2022, Chart 1.2.1, p.25: Islamic banking share of total domestic banking assets = 21.3% (2021). A measurable share of domestic banking assets cannot exist without licensed Islamic banks.",,2026-08-16
KAZ,Kazakhstan,National central bank,2011,2010-12-31,ib_legal_framework,1,verified,high,"Law of the Republic of Kazakhstan of 12.02.2009 No. 133-IV 'On amendments and additions to some legislative acts on the organization and activities of Islamic banks and Islamic finance', which inserted Chapter 4-1 'Features of creation and activities of Islamic banks' into the Law 'On banks and banking activity in the Republic of Kazakhstan'; plus the 2009 Agency Instruction on prudential norms for Islamic banks | nationalbank.kz/en/page/zakonodatelnaya-baza ; nationalbank.kz/en/page/hronika-razvitiya ; adilet.zan.kz/eng/docs/Z950002444_","CONFIRMED. Dedicated chapter (4-1) in force from 2009, before the earliest reference date, so all four rounds are 1. Further Islamic-finance amendment laws followed in 2011 and 2015 but do not move any cell.",2026-08-16
KAZ,Kazakhstan,National central bank,2014,2013-12-31,ib_legal_framework,1,verified,high,"Law of the Republic of Kazakhstan of 12.02.2009 No. 133-IV 'On amendments and additions to some legislative acts on the organization and activities of Islamic banks and Islamic finance', which inserted Chapter 4-1 'Features of creation and activities of Islamic banks' into the Law 'On banks and banking activity in the Republic of Kazakhstan'; plus the 2009 Agency Instruction on prudential norms for Islamic banks | nationalbank.kz/en/page/zakonodatelnaya-baza ; nationalbank.kz/en/page/hronika-razvitiya ; adilet.zan.kz/eng/docs/Z950002444_","CONFIRMED. Dedicated chapter (4-1) in force from 2009, before the earliest reference date, so all four rounds are 1. Further Islamic-finance amendment laws followed in 2011 and 2015 but do not move any cell.",2026-08-16
KAZ,Kazakhstan,National central bank,2017,2016-12-31,ib_legal_framework,1,verified,high,"Law of the Republic of Kazakhstan of 12.02.2009 No. 133-IV 'On amendments and additions to some legislative acts on the organization and activities of Islamic banks and Islamic finance', which inserted Chapter 4-1 'Features of creation and activities of Islamic banks' into the Law 'On banks and banking activity in the Republic of Kazakhstan'; plus the 2009 Agency Instruction on prudential norms for Islamic banks | nationalbank.kz/en/page/zakonodatelnaya-baza ; nationalbank.kz/en/page/hronika-razvitiya ; adilet.zan.kz/eng/docs/Z950002444_","CONFIRMED. Dedicated chapter (4-1) in force from 2009, before the earliest reference date, so all four rounds are 1. Further Islamic-finance amendment laws followed in 2011 and 2015 but do not move any cell.",2026-08-16
KAZ,Kazakhstan,National central bank,2021,2020-12-31,ib_legal_framework,1,verified,high,"Law of the Republic of Kazakhstan of 12.02.2009 No. 133-IV 'On amendments and additions to some legislative acts on the organization and activities of Islamic banks and Islamic finance', which inserted Chapter 4-1 'Features of creation and activities of Islamic banks' into the Law 'On banks and banking activity in the Republic of Kazakhstan'; plus the 2009 Agency Instruction on prudential norms for Islamic banks | nationalbank.kz/en/page/zakonodatelnaya-baza ; nationalbank.kz/en/page/hronika-razvitiya ; adilet.zan.kz/eng/docs/Z950002444_","CONFIRMED. Dedicated chapter (4-1) in force from 2009, before the earliest reference date, so all four rounds are 1. Further Islamic-finance amendment laws followed in 2011 and 2015 but do not move any cell.",2026-08-16
KAZ,Kazakhstan,National central bank,2011,2010-12-31,ib_regime,2,verified,high,"JSC Al Hilal Bank, the first Islamic bank in Kazakhstan and in the CIS, established March 2010 under the Law of 12.02.2009 No. 133-IV | nationalbank.kz/en/page/hronika-razvitiya ; astanatimes.com/2023/08/islamic-finance-market-in-kazakhstan-opens-new-investment-opportunities/",Standalone licensed Islamic bank present at the reference date. Source is the National Bank of Kazakhstan's own chronology.,2026-08-16
KAZ,Kazakhstan,National central bank,2014,2013-12-31,ib_regime,2,verified,high,"JSC Al Hilal Bank, licensed and operating from March 2010 | nationalbank.kz/en/page/hronika-razvitiya ; mondaq.com/islamic-finance/889782/development-of-islamic-finance-in-kazakhstan-reality-or-myth","Standalone licensed Islamic bank present at the reference date. Zaman Bank converted to an Islamic bank in 2016, after this date.",2026-08-16
KAZ,Kazakhstan,National central bank,2017,2016-12-31,ib_regime,2,verified,high,"IFSB, IFSI Stability Report 2018, Chart 1.1.2, p.28: Islamic banking share of total domestic banking assets = 0.3% (1H2017). A measurable share of domestic banking assets cannot exist without licensed Islamic banks.",,2026-08-16
KAZ,Kazakhstan,National central bank,2021,2020-12-31,ib_regime,2,verified,high,"IFSB, IFSI Stability Report 2022, Chart 1.2.1, p.25: Islamic banking share of total domestic banking assets = 0.2% (2021). A measurable share of domestic banking assets cannot exist without licensed Islamic banks.",,2026-08-16
KGZ,Kyrgyz Republic,National central bank,2011,2010-12-31,ib_legal_framework,1,verified,high,"National Bank of the Kyrgyz Republic, Regulation 'On operations carried out under the Principles of Islamic Banking and Finance', approved by Resolution of the Board of the NBKR No. 38/8 of 23.09.2009 | nbkr.kg/index1.jsp?item=69&lang=ENG (register of licences of commercial banks operating in accordance with the Principles of Islamic banking, item 14)","CONFIRMED. Central bank regulation issued specifically for Islamic banking, in force from 23.09.2009, before the earliest reference date, so all four rounds are 1. An earlier dedicated pilot-project regulation (2006, IDB-NBKR memorandum of 16.05.2006) points the same way and does not move any cell.",2026-08-16
KGZ,Kyrgyz Republic,National central bank,2014,2013-12-31,ib_legal_framework,1,verified,high,"National Bank of the Kyrgyz Republic, Regulation 'On operations carried out under the Principles of Islamic Banking and Finance', approved by Resolution of the Board of the NBKR No. 38/8 of 23.09.2009 | nbkr.kg/index1.jsp?item=69&lang=ENG (register of licences of commercial banks operating in accordance with the Principles of Islamic banking, item 14)","CONFIRMED. Central bank regulation issued specifically for Islamic banking, in force from 23.09.2009, before the earliest reference date, so all four rounds are 1. An earlier dedicated pilot-project regulation (2006, IDB-NBKR memorandum of 16.05.2006) points the same way and does not move any cell.",2026-08-16
KGZ,Kyrgyz Republic,National central bank,2017,2016-12-31,ib_legal_framework,1,verified,high,"National Bank of the Kyrgyz Republic, Regulation 'On operations carried out under the Principles of Islamic Banking and Finance', approved by Resolution of the Board of the NBKR No. 38/8 of 23.09.2009 | nbkr.kg/index1.jsp?item=69&lang=ENG (register of licences of commercial banks operating in accordance with the Principles of Islamic banking, item 14)","CONFIRMED. Central bank regulation issued specifically for Islamic banking, in force from 23.09.2009, before the earliest reference date, so all four rounds are 1. An earlier dedicated pilot-project regulation (2006, IDB-NBKR memorandum of 16.05.2006) points the same way and does not move any cell.",2026-08-16
KGZ,Kyrgyz Republic,National central bank,2021,2020-12-31,ib_legal_framework,1,verified,high,"National Bank of the Kyrgyz Republic, Regulation 'On operations carried out under the Principles of Islamic Banking and Finance', approved by Resolution of the Board of the NBKR No. 38/8 of 23.09.2009 | nbkr.kg/index1.jsp?item=69&lang=ENG (register of licences of commercial banks operating in accordance with the Principles of Islamic banking, item 14)","CONFIRMED. Central bank regulation issued specifically for Islamic banking, in force from 23.09.2009, before the earliest reference date, so all four rounds are 1. An earlier dedicated pilot-project regulation (2006, IDB-NBKR memorandum of 16.05.2006) points the same way and does not move any cell.",2026-08-16
KGZ,Kyrgyz Republic,National central bank,2011,2010-12-31,ib_regime,1,verified,high,"National Bank of the Kyrgyz Republic, register of licences: CJSC EcoIslamicBank received licence No. 040 dated 22.06.2017 'in connection with the transformation of CJSC EcoIslamicBank into an Islamic bank', replacing its entry in the register of 10.03.1998 | nbkr.kg/index1.jsp?item=69&lang=ENG ; cabar.asia/en/why-would-kyrgyzstan-develop-islamic-banking",Window only at the reference date: EcoBank/EcoIslamicBank operated under the Islamic-window model from the 2006 IDB pilot and became a licensed Islamic bank only on 22.06.2017. Value 1 is observable here because the Kyrgyz Republic has a dedicated framework (NBKR Regulation of 23.09.2009) under which Islamic-window operations are separately licensed.,2026-08-16
KGZ,Kyrgyz Republic,National central bank,2014,2013-12-31,ib_regime,1,verified,high,"National Bank of the Kyrgyz Republic, register of licences: transformation of CJSC EcoIslamicBank into an Islamic bank dated 22.06.2017 (licence No. 040), i.e. after this reference date | nbkr.kg/index1.jsp?item=69&lang=ENG ; documents1.worldbank.org/curated/en/167041481601059316/pdf/110902-WP-Islamic-Banking-KR-Eng-PUBLIC.pdf","Window only at the reference date, on the same NBKR register evidence as the 2011 cell.",2026-08-16
KGZ,Kyrgyz Republic,National central bank,2017,2016-12-31,ib_regime,1,verified,medium,"CORRECTED 2026-08-16, superseding the IFSB-share inference. IFSB, IFSI Stability Report 2018, Chart 1.1.2, p.28: Islamic banking share of total domestic banking assets = 1.5% (1H2017). A measurable share of domestic banking assets cannot exist without licensed Islamic banks.","EcoIslamicBank was transformed into an Islamic bank on 2017-06-22 (NBKR register, licence 040), after the 2016-12-31 reference date. Islamic windows operated from 2009. Register rule (D-34) gives 1, not 2. The superseded inference — a measurable share of domestic banking assets implies licensed Islamic banks — is sound for 2 versus 0 but cannot separate a standalone bank from a window, and must not be used in window-based markets.",2026-08-16
KGZ,Kyrgyz Republic,National central bank,2021,2020-12-31,ib_regime,2,verified,high,"IFSB, IFSI Stability Report 2022, Chart 1.2.1, p.25: Islamic banking share of total domestic banking assets = 1.5% (2021). A measurable share of domestic banking assets cannot exist without licensed Islamic banks.",,2026-08-16
LBN,Lebanon,National central bank,2011,2010-12-31,ib_legal_framework,1,verified,high,"Law No. 575 of 11.02.2004 'Establishing Islamic banks in Lebanon', Official Gazette No. 9 of 13.02.2004; final article: in force on its publication date in the Official Gazette | bdl.gov.lb/CB%20Com/Laws%20And%20Regulations/Laws/Law_575_EN.pdf ; abl.org.lb/english/lebanese-banking-sector/main-banking-amp-financial-regulations","CONFIRMED. Standalone dedicated act introducing Islamic banks as a distinct category of licensed institution; in force 13.02.2004, before the earliest reference date, so all four rounds are 1.",2026-08-16
LBN,Lebanon,National central bank,2014,2013-12-31,ib_legal_framework,1,verified,high,"Law No. 575 of 11.02.2004 'Establishing Islamic banks in Lebanon', Official Gazette No. 9 of 13.02.2004; final article: in force on its publication date in the Official Gazette | bdl.gov.lb/CB%20Com/Laws%20And%20Regulations/Laws/Law_575_EN.pdf ; abl.org.lb/english/lebanese-banking-sector/main-banking-amp-financial-regulations","CONFIRMED. Standalone dedicated act introducing Islamic banks as a distinct category of licensed institution; in force 13.02.2004, before the earliest reference date, so all four rounds are 1.",2026-08-16
LBN,Lebanon,National central bank,2017,2016-12-31,ib_legal_framework,1,verified,high,"Law No. 575 of 11.02.2004 'Establishing Islamic banks in Lebanon', Official Gazette No. 9 of 13.02.2004; final article: in force on its publication date in the Official Gazette | bdl.gov.lb/CB%20Com/Laws%20And%20Regulations/Laws/Law_575_EN.pdf ; abl.org.lb/english/lebanese-banking-sector/main-banking-amp-financial-regulations","CONFIRMED. Standalone dedicated act introducing Islamic banks as a distinct category of licensed institution; in force 13.02.2004, before the earliest reference date, so all four rounds are 1.",2026-08-16
LBN,Lebanon,National central bank,2021,2020-12-31,ib_legal_framework,1,verified,high,"Law No. 575 of 11.02.2004 'Establishing Islamic banks in Lebanon', Official Gazette No. 9 of 13.02.2004; final article: in force on its publication date in the Official Gazette | bdl.gov.lb/CB%20Com/Laws%20And%20Regulations/Laws/Law_575_EN.pdf ; abl.org.lb/english/lebanese-banking-sector/main-banking-amp-financial-regulations","CONFIRMED. Standalone dedicated act introducing Islamic banks as a distinct category of licensed institution; in force 13.02.2004, before the earliest reference date, so all four rounds are 1.",2026-08-16
LBN,Lebanon,National central bank,2011,2010-12-31,ib_regime,2,bracketed,medium,"Banque du Liban had licensed three Islamic banks by early 2006, two of them already operating - BDL First Vice-Governor Ahmad Jachi, interview, 04.04.2006 | arabnews.com/node/282805 ; Lebanese Islamic Bank licensed under Law 575 and established 2005, Arab Finance House launched 2005 | globalbankingandfinance.com/list-of-islamic-banks-in-lebanon/ . Bounded above by IFSB, IFSI Stability Report 2015, Chart 1.1.1.3, p.24 (1H2014)","Bracketed: bounded by a dated 2006 BDL statement and the IFSB 1H2014 reading, which agree. SOURCE FLAG: the 2006 evidence is a news interview and a commercial banking directory, which the coding rules class as last resort. Replace with the BDL list of licensed banks for 2010 if it can be obtained; confidence medium for that reason.",2026-08-16
LBN,Lebanon,National central bank,2014,2013-12-31,ib_regime,2,verified,high,"IFSB, IFSI Stability Report 2015, Chart 1.1.1.3, p.24: Islamic banking share of total domestic banking assets = 0.3% (1H2014). A measurable share of domestic banking assets cannot exist without licensed Islamic banks.",,2026-08-16
LBN,Lebanon,National central bank,2017,2016-12-31,ib_regime,2,verified,high,"IFSB, IFSI Stability Report 2018, Chart 1.1.2, p.28: Islamic banking share of total domestic banking assets = 0.5% (1H2017). A measurable share of domestic banking assets cannot exist without licensed Islamic banks.",,2026-08-16
LBN,Lebanon,National central bank,2021,2020-12-31,ib_regime,2,verified,high,"IFSB, IFSI Stability Report 2022, Chart 1.2.1, p.25: Islamic banking share of total domestic banking assets = 0.4% (2021). A measurable share of domestic banking assets cannot exist without licensed Islamic banks.",,2026-08-16
